Index,Crime,District,Neighborhood,ILEADSStreet,Longitude,Latitude
3159,142320,5,50,BELT AVE,-90.26814069,38.67632742
3160,43012,2,44,MCCAUSLAND AVE,-90.30500433,38.632699
3161,67601,4,37,OLIVE ST,-90.22332903,38.63542582
3162,142320,1,16,VIRGINIA AVE,-90.24240746,38.57534116
3163,91114,2,42,CLAYTON AVE,-90.28921629,38.62896737
3164,91114,6,70,DARBY ST,-90.27277106,38.6914252
3165,265321,4,62,CASS AVE / N TUCKER BLVD,-90.19192966,38.64070463
3166,52212,2,15,BAMBERGER AVE,-90.24835754,38.59398038
3167,65601,1,16,ALASKA AVE,-90.24265136,38.57678634
3168,265321,4,35,WASHINGTON AVE,-90.19396469,38.63152763
3169,91114,4,59,FRANKLIN AVE,-90.22098992,38.6392618
3170,91114,5,50,KENNERLY AVE,-90.27799739,38.67726093
3171,91114,1,4,YATES ST,-90.27473768,38.56106712
3172,71013,4,36,N TUCKER BLVD,-90.19666567,38.6330614
3173,66701,5,38,N EUCLID AVE / WEST PINE BLVD,-90.2618958,38.64182627
3174,51330,2,7,CHIPPEWA ST,-90.28409909,38.59208293
3175,31111,3,31,RUTGER ST,-90.22076387,38.61982564
3176,142320,3,25,MINNESOTA AVE,-90.23251318,38.60605206
3177,265321,4,36,N 19TH ST,-90.20705681,38.6318275
3178,63701,4,37,S GRAND BLVD,-90.23441588,38.63366117
3179,41016,3,16,ALBERTA ST,-90.24314874,38.58514636
3180,67701,6,73,VERONICA AVE,-90.24385489,38.71844811
3181,63701,5,51,ENRIGHT AVE,-90.26368084,38.65255543
3182,91114,3,19,OREGON AVE,-90.23270968,38.58817098
3183,65701,1,4,GRAVOIS AVE,-90.28109607,38.57272146
3184,51312,1,2,WATER ST,-90.26404403,38.54084431
3185,91113,5,48,MAPLE AVE,-90.27337323,38.66001877
3186,64601,1,3,DEWEY AVE,-90.25728016,38.57107993
3187,31111,5,48,HODIAMONT AVE,-90.29113754,38.66788041
3188,66701,4,62,N 13TH ST / CASS AVE,-90.19404292,38.64120719
3189,31411,4,59,N GRAND BLVD,-90.22338486,38.65287073
3190,64701,4,35,N 7TH ST / CHESTNUT ST,-90.19184369,38.62676613
3191,65701,3,19,MICHIGAN AVE,-90.23546894,38.5948691
3192,51322,1,16,ITASKA ST,-90.24685117,38.57357972
3193,64711,3,34,MORRISON AVE,-90.1992604,38.61538986
3194,51312,6,74,RIVERTRAIL CT,-90.22373757,38.72846045
3195,31421,1,16,ALEXANDER ST / CHIPPEWA ST,-90.25392784,38.58955204
3196,64701,2,7,CHIPPEWA ST / HAMPTON AVE,-90.29423797,38.59352634
3197,51322,6,66,E GANO AVE,-90.20859637,38.67359111
3198,41011,4,59,SHERIDAN AVE,-90.22091882,38.64441296
3199,41011,4,59,SHERIDAN AVE,-90.22091882,38.64441296
3200,265321,4,35,PINE ST,-90.19263445,38.62791326
3201,52312,4,59,N SPRING AVE,-90.22149816,38.65864639
3202,31111,5,38,S EUCLID AVE,-90.26253496,38.63805468
3203,31111,5,38,S EUCLID AVE,-90.26253496,38.63805468
3204,64601,3,16,KEOKUK ST,-90.24118577,38.58582577
3205,265321,2,39,S KINGSHIGHWAY BLVD / OAKLAND,-90.26440698,38.62842303
3206,71030,2,87,SHAW BLVD,-90.25711676,38.61678738
3207,71013,2,15,MCDONALD AVE,-90.24866093,38.59627938
3208,265321,1,17,CALIFORNIA AVE / MERAMEC ST,-90.2326426,38.57974902
3209,265321,3,25,PENNSYLVANIA AVE,-90.23120394,38.60663943
3210,265321,5,55,MARCUS AVE,-90.25336429,38.66085423
3211,41013,1,6,S KINGSHIGHWAY BLVD,-90.2795343,38.57969461
3212,64701,6,84,I 70 WESTBOUND / N KINGSHIGHWA,-90.24556202,38.68634693
3213,151110,6,70,FERRIS AVE,-90.27315776,38.68846039
3214,91113,1,6,SUNSHINE DR,-90.29193093,38.56863301
3215,265321,5,57,N TAYLOR AVE,-90.24411976,38.66280868
3216,64601,2,87,SHAW BLVD,-90.25711676,38.61678738
3217,142320,3,30,CALIFORNIA AVE / PESTALOZZI ST,-90.22795494,38.60248557
3218,91113,4,62,OFALLON ST,-90.19766978,38.64070862
3219,67601,2,39,MANCHESTER AVE,-90.26186667,38.62650398
3220,71030,3,19,OREGON AVE,-90.23278602,38.58777574
3221,266999,6,66,E OBEAR AVE,-90.20891915,38.67147208
3222,241100,6,66,E OBEAR AVE,-90.20891915,38.67147208
3223,51212,6,74,WALL ST,-90.23007553,38.71910633
3224,91114,4,35,S BROADWAY,-90.19015713,38.62547384
3225,91114,4,35,S BROADWAY,-90.19015713,38.62547384
3226,142320,1,6,S KINGSHIGHWAY BLVD,-90.28382692,38.57468056
3227,265321,6,76,SHULTE AVE,-90.2537198,38.70775487
3228,142320,2,7,LANSDOWNE AVE,-90.28766312,38.58882178
3229,64601,2,41,HIGHLANDS PLAZA DR W,-90.28228665,38.62881464
3230,265321,4,37,N COMPTON AVE / OLIVE ST,-90.22565288,38.63571412
3231,43015,5,50,WABADA AVE,-90.27348379,38.67417137
3232,91114,4,36,N 17TH ST,-90.2047744,38.62985019
3233,142320,1,16,DUNNICA AVE,-90.24920675,38.58813884
3234,265321,6,73,GOODFELLOW BLVD,-90.2441889,38.72130181
3235,71013,1,5,NEOSHO ST,-90.27062541,38.58575811
3236,65701,5,57,E MAFFITT AVE,-90.23687966,38.66144987
3237,64601,3,23,RUSSELL BLVD,-90.21886113,38.61069637
3238,69702,3,30,UTAH ST,-90.23033004,38.59553012
3239,64701,5,52,NATURAL BRIDGE AVE,-90.25326016,38.67650291
3240,67701,2,8,HAMPTON AVE,-90.29551756,38.59252082
3241,51312,5,50,ST LOUIS AVE,-90.26815568,38.67721712
3242,41011,5,78,ROMAINE PL,-90.2840058,38.67032505
3243,265321,3,30,CALIFORNIA AVE,-90.22905062,38.59688915
3244,182130,5,50,KENNERLY AVE,-90.27885585,38.67763874
3245,31421,1,1,LOUGHBOROUGH AVE,-90.26121621,38.55776302
3246,67701,6,68,PENROSE ST,-90.23125815,38.6744307
3247,142320,2,42,HAMPTON AVE,-90.28859346,38.62363092
3248,64601,2,40,S KINGSHIGHWAY BLVD,-90.26522372,38.62711487
3249,91113,5,38,I 64 WESTBOUND / S KINGSHIGHWA,-90.2655271,38.63134145
3250,182250,5,50,DR MARTIN LUTHER KING DR,-90.28477094,38.67529928
3251,265321,6,66,ADELAIDE AVE / I 70 EASTBOUND,-90.21137405,38.67952364
3252,64601,4,36,N 17TH ST,-90.20224131,38.63400658
3253,63701,3,33,LAFAYETTE AVE,-90.20930536,38.61308944
3254,67701,5,47,DELMAR BLVD,-90.28069836,38.65319541
3255,63701,3,24,GRAVOIS AVE,-90.2280807,38.60282086
3256,67701,2,41,PIERCE AVE,-90.28318655,38.62721818
3257,67601,3,19,S COMPTON AVE,-90.23779075,38.5886383
3258,64601,4,37,CARDINAL AVE / LOCUST ST,-90.22344385,38.6361565
3259,265321,3,16,CHIPPEWA ST / S GRAND BLVD,-90.24428995,38.58859501
3260,265321,5,50,WABADA AVE,-90.27455511,38.67400594
3261,64701,6,72,GENEVIEVE AVE,-90.25289357,38.6947898
3262,67601,1,80,HOLLY HILLS AVE,-90.25650003,38.56096031
3263,64601,4,35,LUCAS AVE,-90.18444375,38.63018705
3264,265321,2,43,BRUNO AVE,-90.31027576,38.6180966
3265,142320,3,16,KEOKUK ST,-90.23586143,38.58515485
3266,69602,2,8,KINSEY PL,-90.30224976,38.58150194
3267,71013,5,52,NATURAL BRIDGE AVE,-90.2574282,38.67849143
3268,64601,4,35,CONVENTION PZ,-90.1899698,38.63198941
3269,69602,2,12,MANCHESTER AVE,-90.28523906,38.62223262
3270,265321,5,46,WATERMAN BLVD,-90.29217927,38.65039907
3271,67701,1,6,GRAVOIS AVE,-90.28112351,38.57405385
3272,63701,4,35,CLARK AVE,-90.19342769,38.62404634
3273,71013,6,69,FLORISS PL,-90.22619896,38.68052584
3274,71013,5,54,NEWBERRY TER,-90.25470303,38.65596384
3275,31421,3,16,KEOKUK ST,-90.2367248,38.58526389
3276,250000,4,36,N TUCKER BLVD,-90.19666567,38.6330614
3277,130000,4,35,ST CHARLES ST,-90.19505962,38.63097032
3278,31112,6,74,N BROADWAY / RIVERVIEW BLVD,-90.22796278,38.72667456
3279,142320,4,65,MALLINCKRODT ST,-90.20478044,38.65850105
3280,64601,3,22,S 18TH ST / PESTALOZZI ST,-90.21581693,38.59911492
3281,51212,1,4,GERMANIA ST,-90.26995857,38.55406662
3282,69603,3,32,PARK AVE,-90.21266945,38.61754615
3283,41011,6,68,LEE AVE,-90.23105564,38.67397716
3284,41021,6,68,LEE AVE,-90.23105564,38.67397716
3285,41021,6,68,LEE AVE,-90.23105564,38.67397716
3286,41011,6,68,LEE AVE,-90.23105564,38.67397716
3287,41011,6,68,LEE AVE,-90.23105564,38.67397716
3288,41021,6,68,LEE AVE,-90.23105564,38.67397716
3289,41011,6,68,LEE AVE,-90.23105564,38.67397716
3290,65701,5,38,UNKNOWN,-90.24267911,38.63486038
3291,64711,1,3,S 37TH ST,-90.25549773,38.57075989
3292,142320,3,34,LASALLE PARK CT,-90.1988918,38.61666027
3293,91114,2,14,FAIRVIEW AVE,-90.27340078,38.59788409
3294,51312,6,69,LEE AVE,-90.24187382,38.67781834
3295,250000,4,36,N TUCKER BLVD,-90.19666567,38.6330614
3296,265321,4,35,CONVENTION PZ,-90.18684461,38.63128637
3297,64701,5,46,WATERMAN BLVD,-90.29748618,38.65033149
3298,71013,6,86,N BROADWAY / THATCHER AVE,-90.22985779,38.70367122
3299,229999,4,35,WASHINGTON AVE,-90.19528993,38.63114392
3300,64601,3,23,I 44 EASTBOUND / S JEFFERSON A,-90.22113578,38.61371959
3301,65701,3,16,GASCONADE ST,-90.24423847,38.58298769
3302,91114,6,66,E JOHN AVE,-90.20792396,38.67295788
3303,71013,5,78,BURD AVE,-90.27579171,38.66745385
3304,71013,5,78,BURD AVE,-90.27579171,38.66745385
3305,69602,1,16,VIRGINIA AVE,-90.2440153,38.57026523
3306,83000,1,16,VIRGINIA AVE,-90.2440153,38.57026523
3307,71013,4,35,N 11TH ST / WASHINGTON AVE,-90.19485865,38.63155743
3308,182400,6,76,SHULTE AVE,-90.25452597,38.70750395
3309,64601,4,35,CONVENTION PLAZA,-90.19251971,38.63224053
3310,67701,4,35,CLARK AVE,-90.19192299,38.62369641
3311,115400,2,13,SUBLETTE AVE,-90.28179856,38.60389443
3312,64601,4,35,N BROADWAY,-90.18888215,38.62728551
3313,35111,2,9,JAMIESON AVE,-90.30720675,38.60390335
3314,265321,2,15,GRAVOIS AVE,-90.24578102,38.5915831
3315,52212,6,71,N KINGSHIGHWAY BLVD,-90.24522187,38.68653566
3316,64701,4,35,N 2ND ST,-90.1841945,38.63074654
3317,52212,2,9,CHIPPEWA ST,-90.29892028,38.59410563
3318,91114,1,5,NEOSHO ST,-90.26851079,38.5855837
3319,64701,4,35,N 1ST ST / DR MARTIN LUTHER KI,-90.1828962,38.63167939
3320,151140,6,72,W FLORISSANT AVE,-90.24647925,38.70281054
3321,266999,4,35,S BROADWAY / CLARK AVE,-90.1909436,38.62328743
3322,43201,4,36,WASHINGTON AVE,-90.19691997,38.63211471
3323,265321,3,18,GASCONADE ST / I 55 NORTHBOUND,-90.22496195,38.58067034
3324,142310,4,35,S BROADWAY,-90.19010262,38.62366139
3325,83000,4,65,BLAIR AVE,-90.20280747,38.66500934
3326,265321,4,36,N 14TH ST / WASHINGTON AVE,-90.19956488,38.63250871
3327,265321,5,50,NATURAL BRIDGE AVE,-90.27106961,38.68551547
3328,142320,4,63,KISLING LN,-90.19281071,38.64616307
3329,41011,2,15,GRACE AVE,-90.24469492,38.59318711
3330,91114,6,72,EMERSON AVE,-90.24217682,38.69685628
3331,266510,4,36,S 15TH ST,-90.203741,38.62517403
3332,91303,6,72,EMERSON AVE,-90.24217682,38.69685628
3333,91303,6,72,EMERSON AVE,-90.24217682,38.69685628
3334,265321,6,79,HALL ST,-90.20628139,38.68319321
3335,67601,2,15,FAIRVIEW AVE,-90.25320002,38.59570964
3336,265321,5,58,DR MARTIN LUTHER KING DR,-90.23505747,38.65166484
3337,51322,5,50,SELBER CT,-90.27339825,38.68419099
3338,211000,2,15,S GRAND BLVD,-90.24345559,38.59683649
3339,182400,2,44,DALE AVE,-90.3050734,38.62684206
3340,265321,5,50,GOODFELLOW BLVD / NATURAL BRID,-90.27112981,38.68597415
3341,182130,5,50,HAMILTON AVE,-90.27401533,38.6865921
3342,142320,4,37,S GRAND BLVD,-90.23543638,38.63270516
3343,142320,1,17,S BROADWAY,-90.23016489,38.57832972
3344,142320,3,33,LASALLE LN,-90.20560862,38.61845672
3345,265321,2,43,BRUNO AVE,-90.3075672,38.6183091
3346,263130,3,31,HENRIETTA ST,-90.22394064,38.61579667
3347,130000,1,6,EICHELBERGER ST,-90.27765148,38.58108709
3348,43201,1,2,S BROADWAY,-90.26474059,38.54177989
3349,91123,1,2,S BROADWAY,-90.26474059,38.54177989
3350,65601,6,74,DODDRIDGE ST,-90.22910674,38.71706939
3351,182250,6,67,WARNE AVE,-90.21873054,38.67215785
3352,51112,4,36,MARKET ST,-90.20762511,38.62903632
3353,130000,5,50,GOODFELLOW BLVD,-90.27566002,38.67811319
3354,265321,1,2,ALABAMA AVE,-90.27102587,38.54501364
3355,64601,4,37,OLIVE ST,-90.22444979,38.63502756
3356,142320,6,73,PARK LN,-90.2477527,38.71446957
3357,65701,4,77,FINNEY AVE,-90.23106842,38.64461797
3358,64601,4,35,N 1ST ST / LUCAS AVE,-90.1831986,38.63002167
3359,65701,5,38,N EUCLID AVE,-90.26186859,38.64422889
3360,265321,5,54,DR MARTIN LUTHER KING DR,-90.25163776,38.65912341
3361,142320,3,20,S BROADWAY,-90.2007725,38.60836416
3362,64701,2,82,GOVERNMENT DR,-90.28844334,38.63516901
3363,65701,2,7,CHIPPEWA ST / HAMPTON AVE,-90.29423797,38.59352634
3364,64601,5,46,MCPHERSON AVE,-90.2864093,38.65074839
3365,265321,2,7,CHIPPEWA ST / HAMPTON AVE,-90.29423797,38.59352634
3366,265321,5,52,ASHLAND AVE / UNION BLVD,-90.25996304,38.67689854
3367,266510,4,35,N 11TH ST,-90.1943741,38.63297031
3368,51312,1,17,NEBRASKA AVE,-90.23635668,38.57609848
3369,250000,4,36,N TUCKER BLVD,-90.19666567,38.6330614
3370,43012,3,33,MORRISON LN,-90.20617172,38.61692866
3371,64701,5,78,BURD AVE,-90.27446982,38.66937069
3372,31111,6,74,HARLAN AVE,-90.23149597,38.72195158
3373,142320,1,17,NEBRASKA AVE,-90.23642483,38.5758276
3374,250000,1,1,IDAHO AVE,-90.25853012,38.55638755
3375,65701,3,23,RUSSELL BLVD,-90.22153177,38.61141395
3376,52312,4,36,S 14TH ST,-90.20193776,38.62403538
3377,63701,2,15,GRAVOIS AVE,-90.25027469,38.59303988
3378,265321,1,1,LOUGHBOROUGH AVE,-90.26163723,38.55745413
3379,265321,4,35,I 55 SOUTHBOUND / SPRUCE ST,-90.1888808,38.62200785
3380,64601,5,38,N KINGSHIGHWAY BLVD,-90.26365733,38.64425723
3381,64701,5,78,ROMAINE PL,-90.282193,38.66935513
3382,64601,5,38,N KINGSHIGHWAY BLVD,-90.26365733,38.64425723
3383,91113,1,5,SCHILLER PL,-90.26831145,38.57793942
3384,43023,3,25,SIDNEY ST,-90.23086663,38.60709723
3385,43023,3,25,SIDNEY ST,-90.23086663,38.60709723
3386,265321,6,74,N BROADWAY,-90.23000621,38.707719
3387,265321,5,53,N KINGSHIGHWAY BLVD / SUBURBAN,-90.26287493,38.65472856
3388,65701,3,21,VICTOR ST,-90.21264757,38.60372859
3389,130000,0,0,NATURAL BRIDGE RD,-90.35112418,38.73245117
3390,142320,2,27,RUSSELL AVE,-90.24998007,38.61462778
3391,41011,5,56,MARCUS AVE,-90.24940008,38.66592024
3392,142320,3,33,RUTGER LN,-90.20635788,38.61642387
3393,91114,6,56,PALM ST,-90.22631093,38.66464657
3394,43016,6,56,PALM ST,-90.22631093,38.66464657
3395,265321,6,72,LILLIAN AVE / RIVERVIEW BLVD,-90.25909487,38.69961354
3396,64601,5,38,N KINGSHIGHWAY BLVD / LACLEDE,-90.26527092,38.64098186
3397,142320,3,16,CHIPPEWA ST,-90.22944277,38.58619189
3398,51222,1,1,PENNSYLVANIA AVE,-90.25253632,38.55327705
3399,265321,1,4,GRAVOIS AVE,-90.28374673,38.5709764
3400,265321,1,5,CHRISTY AVE / GRAVOIS AVE,-90.27521502,38.57679656
3401,266510,4,36,LOCUST ST,-90.19865282,38.63102906
3402,241100,6,68,CLARENCE AVE,-90.2313207,38.67540838
3403,65701,1,2,E ESPENSCHIED ST / VULCAN ST,-90.26309896,38.53967537
3404,64601,4,37,SCOTT AVE / S THERESA AVE,-90.23271783,38.62936543
3405,265321,6,70,GOODFELLOW BLVD,-90.26707119,38.69136731
3406,41011,6,56,PALM ST,-90.22351325,38.66292105
3407,41011,6,56,PALM ST,-90.22351325,38.66292105
3408,41011,6,56,PALM ST,-90.22351325,38.66292105
3409,41011,6,56,PALM ST,-90.22351325,38.66292105
3410,31422,4,35,OLIVE ST,-90.19450486,38.62888472
3411,142320,6,71,ARLINGTON AVE,-90.25232976,38.69023317
3412,142320,4,67,PLEASANT ST,-90.21317863,38.6625392
3413,142320,3,18,INDIANA AVE,-90.22560642,38.58515048
3414,91123,6,69,SHREVE AVE,-90.24444115,38.67505611
3415,265321,4,35,S BROADWAY / WALNUT ST,-90.19043884,38.6247579
3416,41011,5,55,ST LOUIS AVE,-90.25349028,38.67038004
3417,41011,5,55,ST LOUIS AVE,-90.25349028,38.67038004
3418,265321,4,35,N 11TH ST,-90.19558172,38.62944495
3419,71013,5,48,ENRIGHT AVE,-90.29073274,38.6554572
3420,142320,2,39,CHOUTEAU AVE,-90.26155185,38.63108629
3421,250000,4,36,WASHINGTON AVE,-90.19872495,38.63186126
3422,91113,5,38,MARYLAND PLZ,-90.26145277,38.64471682
3423,67601,4,35,N 2ND ST,-90.18412604,38.6328662
3424,142320,3,30,S JEFFERSON AVE,-90.22434547,38.60064284
3425,265321,4,35,CARR ST,-90.18374276,38.63412829
3426,51322,6,66,E GANO AVE,-90.20859637,38.67359111
3427,31421,5,78,ROMAINE PL,-90.28726023,38.6720472
3428,63701,5,51,N KINGSHIGHWAY BLVD,-90.2619815,38.66290955
3429,64601,5,78,CLARA AVE,-90.27568386,38.67002655
3430,142320,4,37,WASHINGTON AVE,-90.21365591,38.63528721
3431,51212,5,52,LEXINGTON AVE,-90.2559305,38.67637671
3432,265321,6,69,NATURAL BRIDGE AVE,-90.24858927,38.67533694
3433,241100,2,13,MAURY AVE,-90.26125514,38.61594465
3434,142320,4,37,WASHINGTON AVE,-90.21424623,38.63553304
3435,265321,4,36,N JEFFERSON AVE / WASHINGTON A,-90.21313687,38.63525025
3436,265321,4,36,WASHINGTON AVE,-90.20807715,38.63444691
3437,142320,4,37,LOCUST ST,-90.21644039,38.63496449
3438,265321,6,72,BEACON AVE,-90.25108372,38.69523629
3439,64711,6,74,PEGGY CT,-90.23779178,38.71353053
3440,130000,3,16,VIRGINIA AVE,-90.24042006,38.58151844
3441,41011,6,72,W FLORISSANT AVE,-90.24340045,38.69928909
3442,41011,6,72,W FLORISSANT AVE,-90.24340045,38.69928909
3443,64701,3,34,S 11TH ST,-90.20619612,38.61163183
3444,241100,2,39,MANCHESTER AVE / TOWER GROVE A,-90.25695104,38.62689753
3445,91113,4,36,SAMUEL SHEPARD DR,-90.21273164,38.63590827
3446,91113,4,36,SAMUEL SHEPARD DR,-90.21273164,38.63590827
3447,71030,1,5,MORGANFORD RD,-90.2673297,38.58211598
3448,91114,1,1,EILER ST,-90.25164216,38.56923354
3449,91114,1,1,EILER ST,-90.25164216,38.56923354
3450,266510,4,36,OLIVE ST,-90.19875142,38.62955201
3451,67701,4,62,OFALLON ST,-90.20033498,38.63983953
3452,91114,6,72,GENEVIEVE AVE,-90.24605732,38.69875669
3453,265321,5,50,GOODFELLOW BLVD,-90.27702541,38.6752024
3454,52112,6,70,GOODFELLOW BLVD,-90.26391662,38.69709715
3455,263120,4,61,N JEFFERSON AVE,-90.2127795,38.64365461
3456,31111,3,16,S GRAND BLVD,-90.24433566,38.58349864
3457,65701,4,37,LINDELL BLVD,-90.23472596,38.63720136
3458,250000,4,35,DR MARTIN LUTHER KING DR,-90.1958319,38.63427842
3459,91114,1,1,BANDERO DR,-90.26925288,38.55187862
3460,65701,3,25,ARSENAL ST / S GRAND BLVD,-90.24204596,38.60286072
3461,51122,5,48,HODIAMONT AVE,-90.29254905,38.66508485
3462,31421,3,32,MISSISSIPPI AVE,-90.21313534,38.61771205
3463,64711,4,36,N 16TH ST / DELMAR BLVD,-90.20121993,38.63438841
3464,91113,5,52,ST LOUIS AVE,-90.25895548,38.67338172
3465,64601,4,35,COMMERCIAL ST / DR MARTIN LUTH,-90.18237951,38.63159561
3466,63601,5,38,DELMAR BLVD,-90.26223344,38.65121798
3467,265321,6,66,ADELAIDE AVE / I 70 EASTBOUND,-90.21137405,38.67952364
3468,41011,4,59,ST LOUIS AVE,-90.21950495,38.65394064
3469,72130,4,36,S 21ST ST,-90.21059353,38.6276625
3470,64601,4,36,CHESTNUT ST,-90.2008509,38.62892309
3471,250000,4,35,N 7TH ST,-90.1912146,38.62702534
3472,250000,4,62,N BROADWAY,-90.18650535,38.63386937
3473,142320,3,19,S JEFFERSON AVE,-90.22716096,38.58713943
3474,51312,5,50,LOTUS AVE,-90.27637193,38.67425381
3475,67701,5,50,BELT AVE,-90.27134881,38.67065796
3476,42011,3,25,MINNESOTA AVE,-90.23255851,38.6057199
3477,64601,2,82,SCIENCE CENTER - FOREST PARK,-90.26992991,38.63102068
3478,142320,5,51,VERNON AVE,-90.2651833,38.65849511
3479,66701,5,38,LINDELL BLVD,-90.24828602,38.64049073
3480,265321,4,67,KOSSUTH AVE / PECK ST,-90.21319858,38.66438724
3481,64601,3,32,RUTGER ST,-90.21269433,38.61797732
3482,91114,3,31,LAFAYETTE AVE,-90.23233515,38.61582441
3483,91113,3,19,CHIPPEWA ST,-90.24193614,38.5882823
3484,91113,3,19,CHIPPEWA ST,-90.24193614,38.5882823
3485,265321,2,10,HAMPTON AVE,-90.28879349,38.62011375
3486,71013,5,49,CLEMENS PL,-90.27817362,38.65545603
3487,265321,2,15,GRAVOIS AVE,-90.25344512,38.5908526
3488,142320,3,18,CAHOKIA ST,-90.22096012,38.58433768
3489,91114,3,19,S JEFFERSON AVE,-90.22712959,38.58729313
3490,67601,3,31,RUTGER ST,-90.22082316,38.62033103
3491,67601,3,31,RUTGER ST,-90.22082316,38.62033103
3492,241100,6,69,LEE AVE,-90.24543395,38.67938032
3493,266510,3,22,ARSENAL ST,-90.21725707,38.59717978
3494,63701,3,20,RUSSELL BLVD,-90.2032786,38.60614359
3495,142320,3,16,S COMPTON AVE,-90.23847978,38.58522114
3496,142320,6,74,HALLS FERRY RD,-90.23762711,38.71898073
3497,266999,4,35,WASHINGTON AVE,-90.18740833,38.62948656
3498,41011,5,78,BELT AVE,-90.27381292,38.66686516
3499,71013,3,16,CHIPPEWA ST,-90.24199539,38.5877607
3500,69702,6,74,N BROADWAY,-90.22867733,38.72431476
3501,117000,1,5,MORGANFORD RD,-90.26502593,38.58859729
3502,71013,4,59,DODIER ST,-90.21708213,38.65517046
3503,69703,2,9,LANSDOWNE AVE,-90.31877901,38.59241361
3504,265321,2,15,GUSTINE AVE,-90.24991282,38.60012362
3505,41016,6,72,THRUSH AVE,-90.25085249,38.69755332
3506,52112,4,64,N BROADWAY,-90.20129974,38.67098881
3507,31422,3,24,NEBRASKA AVE,-90.22873999,38.60969546
3508,265321,5,38,N SARAH ST,-90.24246982,38.64540973
3509,64601,4,35,CHESTNUT ST,-90.19074738,38.62651336
3510,250000,4,35,WASHINGTON AVE,-90.18896787,38.62972686
3511,265321,6,69,MARGARETTA AVE,-90.24806275,38.67774671
3512,41011,6,68,RED BUD AVE,-90.2256306,38.6752469
3513,41011,6,68,RED BUD AVE,-90.2256306,38.6752469
3514,265321,5,48,ENRIGHT AVE,-90.29951504,38.65660665
3515,51322,5,52,UNION BLVD,-90.26341012,38.67130118
3516,71030,6,76,FLOY AVE,-90.25489906,38.71113479
3517,243300,4,37,S GRAND BLVD,-90.2312948,38.63172092
3518,71013,3,31,S JEFFERSON AVE,-90.2213696,38.6150684
3519,103000,4,37,S GRAND BLVD,-90.23441588,38.63366117
3520,36111,2,14,HAMPTON AVE,-90.29368191,38.59453586
3521,64701,5,38,LINDELL BLVD,-90.24275613,38.63985537
3522,71013,1,16,GRAVOIS AVE,-90.25635654,38.58946925
3523,72130,1,1,VIRGINIA AVE,-90.25319641,38.55781641
3524,71013,5,51,RAYMOND AVE,-90.26627682,38.65768177
3525,64711,1,3,S 37TH ST,-90.25549773,38.57075989
3526,142320,1,1,HAVEN ST,-90.25209112,38.55512551
3527,69602,5,47,DE BALIVIERE AVE,-90.28489392,38.64777728
3528,211000,2,39,S BOYLE AVE,-90.25344838,38.62569298
3529,64711,2,15,MCDONALD AVE,-90.24933745,38.59693436
3530,65701,3,25,MCKEAN AVE,-90.2406108,38.5963744
3531,130000,4,62,N 7TH ST,-90.18963563,38.63471522
3532,142320,5,51,VERNON AVE,-90.2651833,38.65849511
3533,142320,1,5,NEWPORT AVE,-90.26093502,38.58214977
3534,65601,5,52,WABADA AVE,-90.26225144,38.66854744
3535,265321,4,77,WASHINGTON AVE,-90.22927385,38.63851241
3536,65601,1,2,PENNSYLVANIA AVE,-90.26334898,38.54457165
3537,67701,3,20,S BROADWAY,-90.19974221,38.60929239
3538,91114,2,13,DALTON AVE,-90.28519397,38.61129825
3539,41016,1,16,DELOR ST,-90.24576454,38.57065677
3540,64701,3,31,LAFAYETTE AVE,-90.22853198,38.6152088
3541,142320,6,55,GREER AVE,-90.24967729,38.6702978
3542,51122,3,25,MICHIGAN AVE,-90.23258239,38.60814736
3543,51111,3,25,HARTFORD ST,-90.23943552,38.60120188
3544,69602,4,60,E DODIER ST,-90.20846706,38.65434201
3545,65701,4,59,CASS AVE,-90.22122964,38.64715138
3546,142320,5,52,HIGHLAND AVE,-90.26192481,38.67019432
3547,266999,5,52,HIGHLAND AVE,-90.26192481,38.67019432
3548,73413,1,7,LAWN AVE,-90.27476622,38.5909093
3549,265321,1,1,IDAHO AVE,-90.24885399,38.56767256
3550,67701,1,17,S BROADWAY,-90.22955813,38.57903321
3551,71013,5,38,DELMAR BLVD,-90.24420747,38.64582817
3552,69602,4,62,N 8TH ST,-90.18843769,38.63979747
3553,265321,1,1,LOUGHBOROUGH AVE / VERMONT AVE,-90.25675487,38.55549364
3554,265321,5,38,N KINGSHIGHWAY BLVD / WASHINGT,-90.26359979,38.65057821
3555,69702,3,19,IOWA AVE,-90.22935329,38.59054948
3556,266510,4,36,S 18TH ST,-90.20696049,38.62667866
3557,72113,5,46,DELMAR BLVD,-90.29095209,38.65432628
3558,265321,4,35,MARKET ST,-90.19105567,38.62572061
3559,31111,6,74,N BROADWAY / WALL ST,-90.22914887,38.71927717
3560,265321,5,38,FOREST PARK AVE / S KINGSHIGHW,-90.26546606,38.63986741
3561,142310,4,63,HADLEY ST,-90.1949685,38.65280009
3562,91123,4,62,CASS AVE,-90.20180694,38.64277318
3563,265321,1,17,DELOR ST / I 55 SOUTHBOUND,-90.2389439,38.56950247
3564,112010,2,43,PRATHER AVE,-90.30485112,38.61857645
3565,71013,6,56,LABADIE AVE,-90.24747955,38.66816501
3566,65701,5,53,N KINGSHIGHWAY BLVD,-90.26111236,38.66255905
3567,51112,3,33,S TUCKER BLVD,-90.20505226,38.61397672
